county,year,wheat_yield,maize_yield,sunflower_yield,emigration_rate_15_64,immigration_rate_15_64,net_migration_rate_15_64,aff_employment_share,change_aff_employment_share,agri_employment_number,agri_workers_per_1000ha,ha_per_agri_worker,change_agri_employment_number,change_agri_employment_pct,change_agri_employment_share,decline_agri_employment_number,decline_agri_employment_pct,decline_agri_employment_share,residual_mechanization_index,density_mechanization_index,annual_mean_temperature_c,annual_precipitation_mm,rural_population_share,selected_crop_area_ha,log_selected_crop_area,wheat_area_share,maize_area_share,sunflower_area_share,z_emigration_rate_15_64,z_aff_employment_share,z_change_aff_employment_share,z_residual_mechanization_index,z_annual_mean_temperature_c,z_annual_precipitation_mm,z_rural_population_share,z_log_selected_crop_area,z_wheat_area_share,z_maize_area_share,z_sunflower_area_share,z_agri_employment_number,z_agri_workers_per_1000ha,z_ha_per_agri_worker,z_change_agri_employment_number,z_change_agri_employment_pct,z_change_agri_employment_share,z_decline_agri_employment_number,z_decline_agri_employment_pct,z_decline_agri_employment_share,z_density_mechanization_index,z_net_migration_rate_15_64,z_immigration_rate_15_64
Caras-Severin,2019,4.350673454,5.049093734,1.70004363,2.870921346,0.829126597,-2.0417947488648864,10.880538418395965,-0.270049173842354,30300,619.8600711918497,1.6132673267326734,-200.0,-0.6557377049180357,-0.1367106699999993,200.0,0.6557377049180357,0.1367106699999993,0.1452907558028884,0.538320889,10.67171697,901.291744,46.28413948,48882,10.797164509538696,38.5786179,39.50329365,9.377685037,1.5554076943533715,-1.1211793739221612,0.29251227070415703,0.1600556304255625,0.11855119777832725,0.7613079850056573,-0.5539932119434844,-0.9407488258047402,0.8717683416540694,-0.3360430609145377,-0.30652768117293094,-0.6497895911181392,0.253238518361124,-0.6990386583163427,0.577699662157933,0.5395501349479966,0.5858981934519175,-0.577699662157933,-0.5395501349479966,-0.5858981934519175,0.5782259753867036,-0.5377905267231033,-0.237133118147823
Caras-Severin,2020,4.411655422,5.35677946,2.2,2.232066207,0.446413241,-1.7856529652141069,12.109704641350213,1.2291662229542482,29200,576.8129111273532,1.7336643835616439,-1100.0,-3.63036303630363,-0.8454432599999997,1100.0,3.63036303630363,0.8454432599999997,0.0091549481153458,0.399539849,10.12308378,1037.270787,46.84174627,50623,10.832161297455611,40.40455919,33.39193647,12.18813583,0.8905556833038858,-1.043460050331323,0.889624414878511,0.010085300912763637,-0.17615094771880727,1.5169248830607693,-0.5030978208275582,-0.9023152715371904,1.0338724287433887,-0.6519527781595433,0.052757387760832525,-0.704762411062496,0.1659865415167735,-0.6678984646943363,0.4418872415818134,0.33564479708340333,0.36771685049338365,-0.4418872415818134,-0.33564479708340333,-0.36771685049338365,0.42915726216828465,-0.4887009218319019,-0.3063308441938385
Caras-Severin,2021,4.633953907,4.374387684,2.184099313,3.559866611,0.827592922,-2.732273689847382,16.176470588235293,4.0667659468850825,14900,340.56364425955974,2.9363087248322146,-14300.0,-48.97260273972602,-11.669207320000002,14300.0,48.97260273972602,11.669207320000002,0.506177909459342,0.935614012,9.525744534,931.5078463,47.48279115,43751,10.686269748667398,33.02553085,42.46074375,8.653516491,2.2723881441862575,-0.7863212739056971,2.0197924074733526,0.5576171997888228,-0.4970158909896304,0.9292147225993462,-0.44458664328170777,-1.0625337113220186,0.3787743381241043,-0.18316585257286927,-0.39910462527645757,-1.4194090703391358,-0.3128653857964163,-0.3568395515285757,-1.5500282602012734,-2.7724860349622964,-2.96434860239783,1.5500282602012734,2.7724860349622964,2.96434860239783,1.004969964451327,-0.6701209021714857,-0.2374104192161809
Caras-Severin,2022,4.311050568,3.493775712,1.558785249,5.151036678,1.21010535,-3.9409313281391554,14.501633986928104,-1.674836601307188,15300,350.5154639175257,2.8529411764705883,400.0,2.684563758389258,-0.024071929999998,-400.0,-2.684563758389258,0.024071929999998,0.4440350179937002,0.923891133,10.23352335,699.0743035,47.62813678,43650,10.683958561267747,34.47651775,42.87972509,5.280641466,3.928307544979705,-0.8922200249028748,-0.2669908098505201,0.48915916462315484,-0.11682756222187608,-0.36238660610316675,-0.431320264861458,-1.0650718627248792,0.5075905865386744,-0.16150777029230878,-0.8302894155885269,-1.3994189539957334,-0.2926941146357864,-0.3784022181431,0.668241275875346,0.7685219288942303,0.620573714105423,-0.668241275875346,-0.7685219288942303,-0.620573714105423,0.9923780823920398,-0.9017602898059888,-0.16824902260701674
Cluj,2012,2.879641485,2.634730378,1.426754593,0.758626581,0.575579953,-0.1830466280777256,17.7133968500875,,74700,1229.7915774916862,0.8131459170013386,,,,,,,0.7432143326057068,0.595504191,8.573215181,769.6369899,33.58170976,60742,11.01439066528847,15.42919232,61.12080603,3.495110467,-0.6428424827334106,-0.6891424975534974,,0.8187419625506226,-1.0086736781863856,0.029720567470658384,-1.713403642942655,-0.7021905539667445,-1.1833998725923096,0.781414489407566,-1.0585498176766577,1.5691133229995395,1.4895042693323475,-0.9059867040276319,,,,,,,0.6396482074633637,-0.18156121676363338,-0.2829764390989701
Cluj,2013,3.576172313,3.447361719,2.331027326,0.793341612,0.56203485,-0.2313067614618587,16.94837375693328,-0.7650230931542197,71100,1114.1231960136013,0.8975668073136428,-3600.0,-4.81927710843374,-1.397956090000001,3600.0,4.81927710843374,1.397956090000001,0.6451855778860507,0.50984693,8.787399967,912.4049419,33.68197661,63817,11.06377489151959,13.96806494,61.53219362,4.530140872,-0.6067147962439149,-0.737514374538869,0.09537252754102735,0.7107512369894339,-0.8936228261461641,0.8230625020209787,-1.7042518165333822,-0.6479566813233273,-1.3131163762681253,0.8026800337714785,-0.9262326209709952,1.3892022759089169,1.2550568649686602,-0.8841515949368692,0.06463051775925908,0.2541468272342941,0.19762732314256667,-0.06463051775925908,-0.2541468272342941,-0.19762732314256667,0.5476412757161722,-0.19081027736615397,-0.2854255052524363
Cluj,2014,4.085726441,5.052374899,2.4873502,0.602176788,4.603804293,4.001627504831655,13.640106409931594,-3.308267347001685,69100,998.6703665163604,1.0013314037626628,-2000.0,-2.812939521800284,-0.9432148599999975,2000.0,2.812939521800284,0.9432148599999975,0.5744828310642238,0.37856099,9.605052847,818.4206587,33.88135811,69192,11.144640527986347,13.5882761,62.52890508,3.256156781,-0.8056586724366694,-0.9466938131412901,-0.9175586582103904,0.6328634687494571,-0.4544148773745803,0.30080472633184374,-1.6860533304213676,-0.5591498503963412,-1.3468334095221963,0.8542022777231004,-1.089097405188355,1.2892516941919043,1.0210463613532033,-0.8573133174105176,0.30607482100569383,0.39167774218900725,0.33761813725204093,-0.30607482100569383,-0.39167774218900725,-0.33761813725204093,0.4066232653347067,0.6204321044940388,0.44535969017688276
Cluj,2015,4.292635025,3.250658008,2.160982265,0.906367899,0.478758665,-0.4276092347226882,11.487868151991457,-2.152238257940139,59900,895.660755405365,1.1164941569282136,-9200.0,-13.314037626628073,-2.752482950000001,9200.0,13.314037626628073,2.752482950000001,0.5399079357915538,0.441823995,9.260444033,844.0434516,34.12519698,66878,11.110625343005221,13.70405814,60.78680583,3.288076797,-0.4890891411837833,-1.0827783381548428,-0.45713181789618673,0.5947749707635792,-0.6395239059461522,0.443187073371943,-1.6637970113081886,-0.5965054060260897,-1.3365544690117164,0.7641492722660971,-1.0850167839664886,0.8294790182936466,0.8122569269297487,-0.8275269544704922,-0.7804245436032626,-0.32815407475338276,-0.21935997722724682,0.7804245436032626,0.32815407475338276,0.21935997722724682,0.4745758815543316,-0.22843167093260908,-0.3004825252007741
Cluj,2016,3.910811051,4.671553841,2.306966839,1.242777897,0.662540534,-0.5802373623479449,10.159264931087291,-1.3286032209041636,51400,704.0517217762924,1.4203501945525292,-8500.0,-14.19031719532554,-2.7748347199999994,8500.0,14.19031719532554,2.7748347199999994,0.4230838393234936,0.308746561,8.634456668,1050.652271,34.47615304,73006,11.198296908533791,15.41928061,58.5773772,4.502369668,-0.13898964279428458,-1.1667849938218886,-0.12909190846588275,0.466078865455547,-0.9757773861987739,1.5912839549322644,-1.6317636030740377,-0.5002242878999682,-1.1842798180263954,0.6499389662377529,-0.9297828624370139,0.40468904599634326,0.42388596493542285,-0.7489358651693788,-0.6747926609329474,-0.38822149892067037,-0.22624090702349045,0.6747926609329474,0.38822149892067037,0.22624090702349045,0.3316335758561679,-0.25768287069243756,-0.26725325001632844
Cluj,2017,4.450349,5.093961154,2.598382749,1.294693824,0.982395473,-0.3122983504028855,10.76518691588785,0.6059219848005597,51900,775.0664556016845,1.2902119460500963,500.0,0.9727626459143934,-0.0963980500000012,-500.0,-0.9727626459143934,0.0963980500000012,0.5588398525405378,0.524238502,8.652639744,781.9669157,34.78687127,66962,11.111880573295556,16.04641438,56.35883038,3.878319047,-0.08496110586261513,-1.1284729690297213,0.6413967724840741,0.6156308046649034,-0.9660102200728284,0.09823627460242329,-1.6034028906036994,-0.5951269091881403,-1.1286039056487671,0.5352573205806084,-1.0095608364697166,0.4296766914255964,0.5678252144017583,-0.7825955771484794,0.6833315448282481,0.6511809715261347,0.5983083206195939,-0.6833315448282481,-0.6511809715261347,-0.5983083206195939,0.563099677809356,-0.20633232552228858,-0.20942084334331185
Cluj,2018,4.13223369,8.014931069,3.14144385,1.3874177,1.121565207,-0.2658524934056119,9.637020968908171,-1.1281659469796796,52400,711.8791435713509,1.4047328244274808,500.0,0.9633911368015502,0.0221561599999997,-500.0,-0.9633911368015502,-0.0221561599999997,0.5104008900695741,0.370187814,9.454943091,935.2921548,34.93957299,73608,11.206508994462197,14.74296272,56.95848277,5.08096946,0.011535974097327291,-1.1998061155644044,-0.04926113120649718,0.5622693321293182,-0.535047380036789,0.9502436060726154,-1.5894650872934586,-0.49120575594416477,-1.2443222162902654,0.566254693404789,-0.8558152745071507,0.4546643368548495,0.4397513094596644,-0.7529752324294223,0.6833315448282481,0.6505385710490753,0.6348049021457635,-0.6833315448282481,-0.6505385710490753,-0.6348049021457635,0.3976293957695893,-0.1974309712163549,-0.18425780950545215
Cluj,2019,4.148435434,6.09720131,3.049784398,1.450302146,1.106480517,-0.3438216295061471,8.714659610572637,-0.922361358335534,51900,696.0836909871244,1.4366088631984586,-500.0,-0.9541984732824416,-0.4381422999999991,500.0,0.9541984732824416,0.4381422999999991,-0.0416427332974493,-0.026027302,9.581030922,780.377653,34.86584522,74560,11.219359449359473,15.21593348,56.11722103,6.842811159,0.07697937094043036,-1.258126381397834,0.032707356756476215,-0.04587459053216864,-0.46731842197506485,0.08940495968010356,-1.5961945672021507,-0.4770933563482456,-1.2023326442872457,0.5227679930557773,-0.630583287577432,0.4296766914255964,0.4077356210597777,-0.7447306287374825,0.5324288552992265,0.5190911738914381,0.49310331034434124,-0.5324288552992265,-0.5190911738914381,-0.49310331034434124,-0.02795667491994164,-0.21237376590736834,-0.1869852456655559
Cluj,2020,3.111436193,5.554747982,2.494051911,0.92720693,0.655114603,-0.2720923272056746,8.782910792730195,0.0682511821575584,50100,653.7653491315751,1.5296007984031936,-1800.0,-3.4682080924855474,-0.4804419499999994,1800.0,3.4682080924855474,0.4804419499999994,0.2538397410550199,0.089814837,8.991720824,963.4063598,35.0851039,76633,11.246783072356434,15.16448527,55.11855206,7.239700912,-0.46740210945643496,-1.253810906718737,0.42725158259868434,0.2796356833379144,-0.7838704523830804,1.1064703885583953,-1.5761817974972447,-0.44697666949204684,-1.206900132387824,0.47114456103538566,-0.5798453196255023,0.3397211678802851,0.32196088056262223,-0.7206786548451795,0.3362553589114982,0.34676023345677637,0.48008148155603053,-0.3362553589114982,-0.34676023345677637,-0.48008148155603053,0.09647270388568793,-0.19862683614501275,-0.2685959194866216
Cluj,2021,4.608365019,5.803760422,2.71035285,1.638218156,1.066141975,-0.5720761814781669,9.11825321673258,0.3353424240023841,24700,350.7376851312781,2.8511336032388663,-25400.0,-50.69860279441119,-6.4479329960000005,25400.0,50.69860279441119,6.4479329960000005,0.4623298384601622,0.284367543,8.103779751,930.4652784,37.37290981,70423,11.16227519333528,16.80558908,59.43654772,7.32431166,0.27254222945082457,-1.2326074389711958,0.5336295083116444,0.5093131586408791,-1.2608341943836832,0.9234213157240689,-1.367363004980788,-0.5397834197031207,-1.0612056150472071,0.6943514114678718,-0.5690287707275699,-0.9296512199257743,-0.29224369606769507,-0.37886973937579704,-3.225048113973415,-2.890800304860936,-1.3569939244293296,3.225048113973415,2.890800304860936,1.3569939244293296,0.30544737028522917,-0.2561187793574243,-0.19427878620875996
Cluj,2022,4.356918239,4.170704049,2.133722766,2.22583262,1.276054645,-0.9497779754309198,8.740475123263112,-0.3777780934694679,25000,348.52434791094504,2.86924,300.0,1.2145748987854257,-0.1338645840000003,-300.0,-1.2145748987854257,0.1338645840000003,0.765210029609718,0.4916494,8.841350724,701.7090923,39.55466348,71731,11.180678290191572,16.84627288,57.77976049,8.830212879,0.8840684335347295,-1.2564940845229395,0.24960566347108062,0.8429729270822055,-0.8646428006411554,-0.3477454459937646,-1.1682240985961345,-0.5195730957329187,-1.057593773694781,0.6087083750769869,-0.3765159451611367,-0.9146586326682224,-0.29672989324325544,-0.37418659581906105,0.6531510069224438,0.6677567764186786,0.586774353056283,-0.6531510069224438,-0.6677567764186786,-0.586774353056283,0.5280947844890306,-0.32850537543546804,-0.15632484704117144
Constanta,2012,3.03889905,1.429579999,1.125631665,0.781319993,0.581302075,-0.2000179182718451,26.10595670297163,,65700,153.33271097834205,6.521765601217656,,,,,,,-0.2830370287822611,-0.867155827,12.87330914,630.7322332,31.29364446,428480,12.967999341484944,41.85399552,13.61953883,25.9554705,-0.6192256098545426,-0.15848678738104333,,-0.3118000854574829,1.3011517910976844,-0.7421541204748516,-1.9222461112029123,1.4432670592407286,1.162551020084484,-1.6740322220103785,1.812758949882166,1.119335705272983,-0.6923624079164059,0.5705238267357561,,,,,,,-0.93143705576344,-0.18481376665318638,-0.2819418323251269
Constanta,2013,2.921029574,3.27277748,1.494653636,0.936073298,0.380279777,-0.5557935206176412,24.21468195895586,-1.891274744015768,62700,154.52750811454257,6.4713397129186605,-3000.0,-4.5662100456621,-1.024151540000002,3000.0,4.5662100456621,1.024151540000002,-0.321668049236429,-0.84910507,12.98702671,547.9684819,31.50735966,405753,12.913499879064846,43.31748625,14.72620042,24.66229455,-0.45817494317781343,-0.27807077129174695,-0.35319446260780873,-0.35435690401490777,1.3622359771632788,-1.2020609388270793,-1.9027393209584493,1.3834156222617726,1.292477338115406,-1.616826409997472,1.647440698626366,0.9694098326974642,-0.6899406822577266,0.5574813822894351,0.15517213147667214,0.2714941295625558,0.31270200698490297,-0.15517213147667214,-0.2714941295625558,-0.31270200698490297,-0.9120482176439939,-0.25299820536583223,-0.31828831903134075
Constanta,2014,3.278592211,3.57487253,1.833763517,0.802627393,0.444499685,-0.3581277083407943,18.307567127746136,-5.907114831209725,61400,142.96225237727134,6.994853420195439,-1300.0,-2.0733652312599715,-0.1907934699999991,1300.0,2.0733652312599715,0.1907934699999991,-0.3652118678938155,-0.866503853,12.63768806,831.4127086,31.68170759,429484,12.970339767093225,41.53332837,14.6128843,20.92836986,-0.5970511498315548,-0.6515735250133784,-1.9526356704885135,-0.4023257738017756,1.1745862841870438,0.372999766304402,-1.886825766377089,1.445837320112629,1.1340827139593275,-1.622683973607999,1.1700996994594293,0.9044419545814061,-0.7133822153176425,0.6928860062706629,0.4117067036760091,0.4423742598302204,0.5692489549359383,-0.4117067036760091,-0.4423742598302204,-0.5692489549359383,-0.9307367517072673,-0.2151155277063441,-0.30667683087495584
Constanta,2015,3.785319381,2.894299704,1.597273033,0.951137953,0.405193299,-0.5459446548606135,19.162087912087912,0.8545207843417764,53600,124.48701363550852,8.032966417910448,-7800.0,-12.703583061889246,-2.52235485,7800.0,12.703583061889246,2.52235485,-0.5792681599651477,-0.875861175,12.79519019,617.0104709,31.86747474,430567,12.972858223725268,41.12646812,13.89772091,22.09272889,-0.44249726358961394,-0.5975427713910285,0.7404094710932289,-0.6381350968705891,1.259189652115565,-0.8184040722043664,-1.8698699259438316,1.4486030950708302,1.097962325116386,-1.6596523682975204,1.3189501313542529,0.5146346858850571,-0.7508295428643359,0.9613895777183341,-0.5691607782626321,-0.28630848735765085,-0.14851568613785873,0.5691607782626321,0.28630848735765085,0.14851568613785873,-0.9407877208433281,-0.2511106690109744,-0.31378374911453494
Constanta,2016,4.007839524,3.191121731,1.501730554,1.587466145,0.412525216,-1.1749409289808683,15.753854740807924,-3.4082331712799885,46400,107.2626524851878,9.32290948275862,-7200.0,-13.432835820895528,-2.321447729999999,7200.0,13.432835820895528,2.321447729999999,-0.6269705271300551,-0.874919556,12.61768303,597.8181359,32.11529579,432583,12.97752949445663,42.90459866,14.2217794,17.7663015,0.21972497164340857,-0.8130429793898273,-0.9573733558225659,-0.6906851191151504,1.1638404427593048,-0.9250532463652298,-1.847250134555514,1.4537330955033978,1.2558218518661959,-1.6429010603749903,0.765864211143633,0.1548125917038119,-0.7857414756839416,1.2950279394749542,-0.47861916454521913,-0.33629748215471944,-0.08666699190533936,0.47861916454521913,0.33629748215471944,0.08666699190533936,-0.9397763007482487,-0.37165788366104,-0.3124580781495579
Constanta,2017,5.412765885,5.786096994,3.180230699,1.641568902,0.512169497,-1.129399404657678,15.745550245861905,-0.0083044949460209,46600,109.40353941579448,9.140472103004292,200.0,0.4310344827586299,0.1786972699999971,-200.0,-0.4310344827586299,-0.1786972699999971,-0.6334302445924977,-0.867795522,12.13515963,564.4900601,32.33604458,425946,12.962067856653327,41.31251379,13.62731426,19.0911524,0.2760293270424681,-0.8135680668173169,0.3967607507931199,-0.6978012920960727,0.9046496321694973,-1.1102527940200961,-1.8271013555110236,1.4367530887385127,1.1144791560010583,-1.6736302926483055,0.9352317546420036,0.16480764987551313,-0.7814021274757021,1.247841276618971,0.6380607379695415,0.6140464581561473,0.6829956444510086,-0.6380607379695415,-0.6140464581561473,-0.6829956444510086,-0.932124170591966,-0.3629298448252659,-0.2944415716686861
Constanta,2018,5.677037962,8.124402424,3.714740297,1.915466729,0.605234279,-1.3102324498686442,16.266822703335286,0.5212724574733834,47400,111.55854823259722,8.963902953586498,800.0,1.716738197424883,0.2755305500000027,-800.0,-1.716738197424883,-0.2755305500000027,-0.6375821424877928,-0.867182628,12.47508194,615.5507978,32.48714872,424889,12.959583237323452,42.20137495,13.24322352,18.78655366,0.5610728525404044,-0.7806083726402395,0.6076822969833043,-0.7023751180867335,1.087241272422509,-0.8265152754873342,-1.8133093708321144,1.4340244739846195,1.1933907988233496,-1.6934848018016757,0.8962921725754488,0.20478788256231817,-0.7770341557186495,1.2021724069193254,0.7286023516869546,0.7021791878706048,0.7128054985082081,-0.7286023516869546,-0.7021791878706048,-0.7128054985082081,-0.9314658434896522,-0.3975865205700633,-0.2776146927829434
Constanta,2019,4.748220214,5.628435093,2.66015571,1.768776719,0.726341771,-1.042434948696508,14.75432242192305,-1.5125002814122368,47200,110.56375804339628,9.044555084745763,-200.0,-0.421940928270037,-0.2321262800000028,200.0,0.421940928270037,0.2321262800000028,-0.6054444167491526,-0.870787193,13.54300138,402.2710505,32.55740028,426903,12.964312100128248,42.54432506,14.87433914,20.33904657,0.40841359976828406,-0.8762427112732879,-0.20233499837942234,-0.666971461982691,1.6608816498595682,-2.0116815887463875,-1.8068971809398355,1.4392177221668077,1.2238373497629644,-1.6091687883317984,1.0947612308410526,0.1947928243906169,-0.7790504887455694,1.2230327422670135,0.577699662157933,0.5555764930345316,0.5565247651338993,-0.577699662157933,-0.5555764930345316,-0.5565247651338993,-0.9353376106003624,-0.3462630959572542,-0.25571746102410187
Constanta,2020,0.983082544,1.457585163,1.114652929,1.421215616,0.415467185,-1.0057484312140723,14.555036785512163,-0.1992856364108846,45500,109.40261364046214,9.14054945054945,-1700.0,-3.601694915254239,-0.569826299999999,1700.0,3.601694915254239,0.569826299999999,-0.5833322613873031,-0.862701193,13.58406173,462.2598898,32.78755518,415895,12.938188103538035,41.65787038,12.62746607,17.92231212,0.0467092255124365,-0.8888434031683176,0.3206961912104106,-0.6426122042518667,1.6829375033157972,-1.678331833741915,-1.7858898620498582,1.4105282880673442,1.1451393503067746,-1.7253146811871585,0.7858084444675926,0.10983482993115624,-0.7814040039230157,1.2478612822370139,0.3513456278644004,0.33760994639039055,0.45256475973789667,-0.3513456278644004,-0.33760994639039055,-0.45256475973789667,-0.926652205050122,-0.33923212029065897,-0.3119261459300357
Constanta,2021,5.086016537,5.238916403,3.411264097,2.431732948,0.84947293,-1.5822600180629682,16.68492400383404,2.129887218321876,23300,56.87282455343848,17.583090128755366,-22200.0,-48.7912087912088,-7.111896658999999,22200.0,48.7912087912088,7.111896658999999,-0.5449319115795888,-0.863418572,12.35763943,753.3705976,33.50144049,409686,12.923146291606223,40.14782053,12.27208155,17.63911874,1.098347444205017,-0.7541721188119218,1.2483663581616546,-0.6003094977715302,1.0241562088492155,-0.06066954427820552,-1.7207301962854504,1.39400933505554,1.0110795896046036,-1.743685301643424,0.7496053010756828,-0.9996166271276831,-0.8878762528284609,3.4314890079085973,-2.742159507480545,-2.760051798633862,-1.5613932785905473,2.742159507480545,2.760051798633862,1.5613932785905473,-0.9274227625010527,-0.4497206380570409,-0.23345433360868348
Constanta,2022,4.988978904,3.788143648,2.381352611,3.009979202,0.908717968,-2.101261233757561,16.407750043637634,-0.2771739601964071,23900,57.71427329519523,17.32673640167364,600.0,2.5751072961373467,-0.0174373140000003,-600.0,-2.5751072961373467,0.0174373140000003,-0.5870063463977929,-0.865980467,13.1747225,315.453109,34.12672185,414109,12.933884503178186,39.28627487,14.22862097,17.87089872,1.7001242186010221,-0.7716976351344287,0.28967458876349456,-0.64665966060476,1.4630580802040727,-2.4941169861756824,-1.6636578292601165,1.4058020640959104,0.9345929722829348,-1.6425474043243695,0.7792358095689037,-0.9696314526125793,-0.8861707264703582,3.3651841919330034,0.6984218137811503,0.7610188808022734,0.6226161620601497,-0.6984218137811503,-0.7610188808022734,-0.6226161620601497,-0.9301745677263968,-0.5491872859946402,-0.22274234291163092
Covasna,2012,2.575264772,2.841671149,,0.397061743,0.226892425,-0.1701693184718795,18.14233678901653,,24400,800.4461503132893,1.2493032786885245,,,,,,,0.1685328793696604,1.083652063,7.596679688,693.2394229,52.15238113,30483,10.324924430153992,56.68405341,18.29544336,0.0,-1.0191204446597393,-0.6620209241713914,,0.18565968705911307,-1.5332265309607536,-0.3948102375850707,-0.018371230117334488,-1.459363984471102,2.4791393512132482,-1.4323242618258392,-1.5053610581349113,-0.9446438071833262,0.619267133728743,-0.7931764323289116,,,,,,,1.1639818998708389,-0.17909327876615883,-0.3460220152721893
Covasna,2013,3.009142686,5.020478285,,0.619168606,0.13522073,-0.4839478759670061,18.52470424495477,0.3823674559382404,23200,679.097268975207,1.4725431034482759,-1200.0,-4.918032786885251,-1.0253372300000017,1200.0,4.918032786885251,1.0253372300000017,-0.1798765905690157,0.655485401,7.597218175,703.7135766,52.33664997,34163,10.438898466060431,58.58970231,21.29789538,0.0,-0.7879754079858736,-0.637844096429375,0.5523587834438795,-0.19815617960844997,-1.5329372789119988,-0.33660680157069556,-0.0015521474761814166,-1.3341974319148722,2.6483197498049607,-1.2771208036179038,-1.5053610581349113,-1.0046141562135338,0.37330596535585686,-0.7354363882592573,0.42679697262891125,0.24737729906271666,0.3123369956390406,-0.42679697262891125,-0.24737729906271666,-0.3123369956390406,0.704075753127986,-0.2392289785775084,-0.362597012557583
Covasna,2014,3.288815956,5.49722972,2.45,0.408435263,0.171972742,-0.2364625206904705,21.76006419687041,3.235359951915637,23100,674.2950551695955,1.483030303030303,-100.0,-0.4310344827586188,-0.05329008,100.0,0.4310344827586188,0.05329008,-0.2565324622224963,0.60397699,7.84055353,902.0988905,52.51711465,34258,10.441675393057931,57.81131415,20.54702551,0.116761049,-1.007284103080727,-0.4332745416042992,1.6886574568876165,-0.2826020467630273,-1.402227995367183,0.7657931874394329,0.01491971161149299,-1.3311478041973568,2.5792157195883405,-1.3159349460960716,-1.4904344486232879,-1.0096116852993844,0.36357239298683036,-0.732723918086495,0.5927899311108351,0.5549531458583946,0.6115789884561279,-0.5927899311108351,-0.5549531458583946,-0.6115789884561279,0.6487490849628285,-0.1917983792675282,-0.3559519461700491
Covasna,2015,3.199508272,3.971945047,1.428571429,0.47814653,0.202850043,-0.275296487071932,18.094988878712545,-3.665075318157861,20200,594.6948508846822,1.6815346534653466,-2900.0,-12.554112554112551,-3.55247915,2900.0,12.554112554112551,3.55247915,-0.3134497882535622,0.622863824,7.999987202,722.151824,52.60142691,33967,10.433144744037243,57.47637413,20.35799452,0.020608237,-0.9347360820531341,-0.6650146995400481,-1.0596692402993964,-0.34530347914045056,-1.3165870861781377,-0.2341479888111385,0.022615287643785415,-1.3405161828854926,2.549480291363385,-1.3257063806305927,-1.5027265228249214,-1.1545400287890526,0.20223131565055788,-0.6813816006730475,0.1702624004295743,-0.27606254677904274,-0.46563656693186806,-0.1702624004295743,0.27606254677904274,0.46563656693186806,0.6690359774745857,-0.1992409137843614,-0.3503690759039841
Covasna,2016,3.399006139,4.128666667,1.833333333,0.682488662,0.278866335,-0.4036223269194076,17.08562978895013,-1.009359089762416,17500,472.8196260672215,2.1149714285714287,-2700.0,-13.366336633663368,-2.88520312,2700.0,13.366336633663368,2.88520312,-0.3489117735489796,0.540104447,7.499413767,938.0629307,52.73717216,37012,10.51899746336892,55.4576894,20.26369826,0.016210959,-0.7220786749060353,-0.7288357712971746,-0.001942368734341823,-0.3843692158505024,-1.5854735989925925,0.9656404278517173,0.03500539428305202,-1.2462325259029063,2.3702647563021237,-1.330580765150507,-1.5032886662124822,-1.2894733141070194,-0.044796694507154296,-0.5692749972792872,0.20044293833537866,-0.3317390797578776,-0.26021750986629855,-0.20044293833537866,0.3317390797578776,0.26021750986629855,0.5801417464171731,-0.22383457705030005,-0.33662470438837405
Covasna,2017,4.535774741,5.603479197,2.517948718,0.543130515,0.297605762,-0.245524753359225,17.851021753460778,0.7653919645106484,17700,395.3540317176681,2.5293785310734465,200.0,1.1428571428571344,0.0869394899999989,-200.0,-1.1428571428571344,-0.0869394899999989,-0.5221666317455307,0.229980001,7.217642507,802.2388694,52.85278671,44770,10.709293551235012,54.10096046,24.90953764,0.871119053,-0.8671077098670891,-0.6804405708330266,0.7049109691229247,-0.5752307431355654,-1.7368289970526896,0.21088474185418124,0.045558077368101295,-1.037248917542414,2.249816575711192,-1.0904269397932547,-1.393998116009698,-1.2794782559353182,-0.20181114643137443,-0.46209033886542566,0.6380607379695415,0.6628406503105759,0.6547482688543914,-0.6380607379695415,-0.6628406503105759,-0.6547482688543914,0.24702814456784933,-0.19353515729257628,-0.3332364616853802
Covasna,2018,4.112760503,6.838544474,2.321243523,0.693617214,0.294033384,-0.3995838296717381,15.730954015099522,-2.1200677383612554,18100,405.3751399776036,2.4668508287292816,400.0,2.259887005649719,0.5121270800000026,-400.0,-2.259887005649719,-0.5121270800000026,-0.488155455666163,0.245927679,7.837973318,788.9605995,52.89226462,44650,10.706609586304646,54.16349384,24.92721165,0.86450168,-0.7104972697867931,-0.8144909763153517,-0.4443188438792474,-0.5377632511480965,-1.403613974243593,0.1370992165848454,0.04916141166374257,-1.0401964541005781,2.2553681871091187,-1.0895133306983784,-1.3948440740034784,-1.2594881395919157,-0.1814994347054303,-0.4782628667412728,0.668241275875346,0.7394110839629602,0.7856410776576429,-0.668241275875346,-0.7394110839629602,-0.7856410776576429,0.26415800494561914,-0.22306059854739171,-0.33388237704292206
