an,judet,emig_masc_nr,emig_fem_nr,emigranti_total_nr,emig_15_64_nr,imig_masc_nr,imig_fem_nr,imigranti_total_nr,imigranti_15_64_nr,populatie_15_64,populatie_rurala,populatie_totala,pondere_rurala,rata_emig_def,rata_imig_def,rata_emig_15_64,rata_imig_15_64,intensitate_migratie,sup_grau_ha,sup_orz_orzoaica_ha,sup_porumb_boabe_ha,sup_floarea_soarelui_ha,sup_rapita_ha,sup_soia_boabe_ha,sup_totala_cultivata_ha,pondere_grau,pondere_orz_orzoaica,pondere_porumb_boabe,pondere_floarea_soarelui,pondere_rapita,pondere_soia_boabe,prod_grau_tone,prod_orz_orzoaica_tone,prod_porumb_boabe_tone,prod_floarea_soarelui_tone,prod_rapita_tone,prod_soia_boabe_tone,yield_grau,yield_orz_orzoaica,yield_porumb_boabe,yield_floarea_soarelui,yield_rapita,yield_soia_boabe,ocupati_total_nr,ocupati_agri_nr,pondere_ocupati_agri,tractoare_nr,pluguri_nr,semanatori_mecanice_nr,masini_stropit_prafuit_mecanice_nr,combine_cereale_nr,tractoare_1000ha,pluguri_1000ha,semanatori_1000ha,masini_stropit_1000ha,combine_1000ha,z_tractoare_1000ha,z_pluguri_1000ha,z_semanatori_1000ha,z_combine_1000ha,indice_mecanizare_vechi,temperatura_medie_anuala_C,schimbare_temp_anuala_C,precipitatii_anuale_mm,schimbare_precipitatii_anuala_mm,schimbare_precipitatii_anuala_pct,log_suprafata,log_tractoare,rezid_tractoare,z_rezid_tractoare,log_pluguri,rezid_pluguri,z_rezid_pluguri,log_semanatori,rezid_semanatori,z_rezid_semanatori,log_combine,rezid_combine,z_rezid_combine,indice_mecanizare_rezidual,schimbare_pondere_ocupati_agri
2015,Braila,93,117,210,190,37,39,76,65,201132,116348,306001,38.02209797,0.686272267,0.248365201,0.944653263,0.323170853,0.934637469,67838,33551,91119,78230,23487,17148,311373,21.78673167,10.77517961,29.26361631,25.12420794,7.543043231,5.507221243,297203,127249,438705,149559,66147,53151,4.381069607,3.792703645,4.814638001,1.91178576,2.816323924,3.099545136,117600,32300,27.46598639,2916,2557,1635,46,609,9.364973842,8.212015814,5.250936979,0.147732784,1.95585359,-0.722064575,-0.793809301,-1.060333393,-0.920419606,-0.874156719,12.81806315,0.626373698,607.8858072,-137.6752229,-18.46598968,12.64874682942061,7.978310969867722,-0.4582758710051893,-1.0506576566907577,7.846980982138788,-0.41941126860720424,-0.9778496612133867,7.400009517162692,-0.42675700170477526,-1.1829479407244214,6.413458957167357,-0.36538505635034646,-0.8705133375313915,-1.0204921490399892,-3.44462347
2015,Brasov,270,371,641,548,156,152,308,254,376323,157731,551151,28.61847298,1.16302066,0.55883052,1.456195874,0.674952102,1.721851181,9850,5710,10010,136,1148,869,27723,35.53006529,20.59661653,36.10720341,0.490567399,4.140965985,3.134581395,37183,13847,34287,252,3387,1785,3.774923858,2.425043783,3.425274725,1.852941176,2.950348432,2.054085155,243600,25800,10.591133,4559,3945,1179,20,396,164.448292,142.3006168,42.52786495,0.721422645,14.28416838,1.181269444,1.858618228,2.433860125,1.944696208,1.854611001,8.266625144,-0.06689037,830.460957,-101.2441048,-10.86654017,10.23001767255615,8.425077902508432,0.05922862442031551,0.135789404766149,8.28045768658256,0.23166950903564398,0.5401332007036234,7.07326971745971,0.32135746857948355,0.89078598400003,5.983936280687191,0.2893374246689575,0.6893333015234359,0.5640104727483095,-1.59181918
2016,Braila,148,186,334,291,51,55,106,87,196722,115065,301436,38.17228201,1.108029565,0.351650102,1.479244823,0.442248452,1.459679667,72839,37248,94050,99134,18900,19525,341696,21.31690157,10.90091777,27.52446619,29.01233845,5.531232441,5.714143566,362188,178781,541734,225249,53806,56992,4.97244608,4.799747637,5.760063796,2.272166966,2.846878307,2.918924456,115800,28300,24.43868739,2816,2447,1635,46,609,8.241243679,7.161336393,4.784955048,0.134622588,1.782286009,-0.73585609,-0.814592954,-1.104012718,-0.960756929,-0.903804673,12.55676107,-0.261302083,664.2829973,56.39719005,9.277596117,12.741676731859858,7.943427767876373,-0.5331895572375052,-1.2224071268478347,7.803026643632217,-0.5140739918466295,-1.1985540599211393,7.400009517162692,-0.5064128314105085,-1.4037497069301839,6.413458957167357,-0.39270432634338537,-0.9356002601825426,-1.190077788470425,-3.027299000000003
2016,Brasov,424,510,934,817,166,205,371,307,371794,159665,550962,28.97931255,1.69521673,0.673367673,2.197453429,0.825726074,2.368584403,10219,5233,10144,228,1723,1115,28662,35.65347847,18.25762333,35.39180797,0.795478334,6.011443723,3.890168167,39412,14439,38969,435,5110,2517,3.85673745,2.759220333,3.84158123,1.907894737,2.9657574,2.257399103,253200,23100,9.123222749,4559,3945,1179,20,386,159.0607773,137.6386854,41.13460331,0.697788012,13.46730863,1.115148599,1.766399835,2.303261225,1.754856978,1.734916659,7.710083701,-0.556541443,1035.584887,205.1239302,24.70000888,10.263327482618017,8.425077902508432,0.020941774854529527,0.04801177083000392,8.28045768658256,0.18632492243992438,0.43441313078816307,7.07326971745971,0.2681960939006771,0.7434254522427177,5.958424693029782,0.2632325012829506,0.6271395046294417,0.4632474646225816,-1.4679102509999993
2017,Braila,160,210,370,317,59,59,118,101,192083,113782,296692,38.3502083,1.247084519,0.397718846,1.650328244,0.525814361,1.644803365,70396,32942,90732,86730,26304,20278,327382,21.50270937,10.06225144,27.71441313,26.49198795,8.034650653,6.193987452,369267,158828,624720,276994,74001,68134,5.24556793,4.82144375,6.885332628,3.193750721,2.813298358,3.359996055,119300,28500,23.88935457,2637,2209,1635,46,609,8.054810588,6.747469317,4.994165837,0.140508641,1.860212229,-0.738144179,-0.822779723,-1.084402116,-0.942646778,-0.896993199,12.11771159,-0.439049479,660.555307,-3.727690326,-0.561159979,12.698882963788366,7.87777633327726,-0.6198440272650592,-1.4210738867216082,7.700747794511798,-0.6258858047670515,-1.4592412459068025,7.400009517162692,-0.4978768506810436,-1.380088417752393,6.413458957167357,-0.37806369167579046,-0.9007196115994612,-1.2902807904950664,-0.54933282
2017,Brasov,423,577,1000,828,222,259,481,382,367214,161222,551085,29.25537803,1.814602103,0.872823612,2.254815993,1.040265349,2.687425715,8910,5358,9259,140,2049,1462,27178,32.78386931,19.71447494,34.06799617,0.515122526,7.539186106,5.379350946,36971,16374,47172,277,6448,3208,4.149382716,3.055991041,5.094718652,1.978571429,3.146900927,2.194254446,254100,23000,9.051554506,4559,3945,1179,20,396,167.745971,145.1541688,43.38067555,0.735889322,14.57060858,1.221741783,1.915064785,2.513799258,2.011265269,1.915467774,7.499950756,-0.210132946,909.2477561,-126.3371311,-12.199592,10.210163101480443,8.425077902508432,0.0002420358455310634,0.0005548989820444117,8.28045768658256,0.1777249641557912,0.41436248617263965,7.07326971745971,0.2813406508755758,0.7798614721394637,5.983936280687191,0.30803356449420605,0.7338760073494379,0.4821637161608964,-0.07166824299999952
2018,Braila,157,263,420,353,56,70,126,116,187716,112257,291917,38.45510882,1.438765128,0.431629539,1.88050033,0.617954783,1.870394667,72689,32105,97693,85551,25203,20569,333810,21.77556095,9.617746622,29.26604955,25.62865103,7.550103352,6.161888499,383338,158658,877282,252635,62989,85040,5.27367277,4.941847064,8.979988331,2.953033863,2.49926596,4.134376975,118100,28700,24.30143946,2477,2099,1617,46,619,7.420388844,6.288008148,4.844072976,0.137802942,1.854348282,-0.745930423,-0.831868396,-1.098471234,-0.944009567,-0.905069905,12.45958984,0.341878255,539.2444529,-121.3108541,-18.36498061,12.718327247819856,7.815207062189088,-0.6935562071765764,-1.5900687457473144,7.649692623711514,-0.6793891103401979,-1.583983219107088,7.388946097618437,-0.4946807470230148,-1.3712289866815413,6.429719478039138,-0.3656321965240643,-0.8711021377949002,-1.354095772332711,0.4120848900000027
2018,Brasov,480,646,1126,918,261,312,573,458,363174,162259,551887,29.40076501,2.040272737,1.03825602,2.527713988,1.261103493,3.078528757,8806,5391,9470,88,2223,1381,27359,32.18684893,19.70466757,34.61383823,0.321649183,8.125296977,5.047699112,33960,16278,56310,241,6083,3645,3.856461504,3.019476906,5.946145723,2.738636364,2.736392263,2.639391745,257100,23300,9.062621548,4634,3950,1179,20,409,169.3775357,144.376622,43.09368032,0.731020871,14.9493768,1.241765939,1.89968401,2.486897447,2.099291479,1.931909719,8.354261919,0.854311163,866.9030813,-42.34467481,-4.65711073,10.216800821360927,8.441391477999955,0.005787240164242036,0.013268008582577043,8.281723990411392,0.17769529219369318,0.41429330653857444,7.07326971745971,0.3012912578118554,0.8351635042026664,6.016157159698354,0.342166223912999,0.815195521525151,0.5194800852122422,0.01106704199999875
2019,Braila,164,237,401,346,45,63,108,94,184021,110536,287878,38.39682088,1.392951181,0.375158921,1.880220192,0.510811266,1.768110102,65713,24693,125418,80321,6481,16690,319316,20.57930076,7.733091984,39.27707976,25.15407934,2.029650879,5.226797279,336331,125821,954648,226564,12314,55300,5.118180573,5.095411655,7.611730374,2.820731814,1.90001543,3.313361294,117900,28300,24.00339271,2416,2094,1617,46,618,7.566172694,6.557767227,5.063949191,0.144057924,1.935386889,-0.744141221,-0.82653225,-1.077860897,-0.925176093,-0.893427615,13.31123047,0.851640625,443.2826514,-95.96180154,-17.79560291,12.67393648706221,7.790282380703483,-0.73875123574686,-1.6936842878607892,7.647308832356238,-0.649666740130801,-1.514686059457004,7.388946097618437,-0.4071314633812184,-1.128546981741399,6.428105272684596,-0.329043869536533,-0.7839321069273377,-1.2802123589966325,-0.298046750000001
2019,Brasov,444,586,1030,859,277,293,570,465,359790,163289,553301,29.51178472,1.861554561,1.030180679,2.387503822,1.292420579,2.89173524,8339,5412,9851,158,1988,1537,27285,30.56258017,19.83507422,36.10408649,0.579072751,7.286054609,5.633131757,31120,15189,52253,335,5679,3403,3.731862334,2.80654102,5.304334585,2.120253165,2.856639839,2.214053351,257500,23200,9.009708738,4521,3194,1025,333,436,165.6954371,117.060656,37.56642844,12.20450797,15.9794759,1.196575627,1.359342627,1.968794461,2.338687801,1.715850129,8.704570423,0.350308505,819.568375,-47.33470637,-5.46020742,10.214092379620332,8.416709652837914,-0.0403839630145324,-0.09258554210077599,8.069342366811636,-0.006330173173822118,-0.014758682364447944,6.933423025730715,0.2304707263516681,0.6388527195707335,6.07993319509559,0.42545983371920304,1.0136387720282918,0.38628681678345034,-0.0529128099999987
2020,Braila,151,193,344,303,20,37,57,51,180052,108916,283505,38.41766459,1.21338248,0.201054655,1.682847177,0.283251505,1.414437135,64810,23493,118211,81454,6345,15835,310148,20.89647523,7.574770755,38.1143841,26.26294543,2.04579749,5.105626991,135522,68232,449505,128021,9701,40712,2.091066193,2.904354489,3.802564905,1.571696909,1.52892041,2.571013578,116600,27100,23.24185249,2148,1894,1617,46,621,6.925725783,6.106761933,5.21363994,0.148316288,2.002269884,-0.752001411,-0.835453656,-1.063829472,-0.909632401,-0.890229235,13.81882487,0.507594401,455.0460775,11.76342618,2.653707773,12.644804881887808,7.67275789664251,-0.897277209142171,-2.057125913898871,7.546974117516527,-0.712917987250334,-1.6621551791412554,7.388946097618437,-0.38687944872833846,-1.072409463356363,6.432940092739179,-0.29992167503240985,-0.714549798336932,-1.3765600886833553,-0.7615402200000005
2020,Brasov,345,377,722,608,193,205,398,317,356153,165377,554009,29.8509591,1.303227926,0.718399882,1.707131486,0.890066909,2.021627807,6512,4954,8140,133,1342,1808,22889,28.45034733,21.64358425,35.56293416,0.58106514,5.863078335,7.898990782,24740,11355,34835,199,3787,2977,3.799140049,2.292087202,4.279484029,1.496240602,2.821907601,1.646570796,254800,22400,8.791208791,4521,3194,1025,333,431,197.5184586,139.5430119,44.78133601,14.54847307,18.83000568,1.587138843,1.804069615,2.645091694,3.001154496,2.259363662,8.385911421,-0.318659002,883.8504249,64.28204997,7.843402934,10.038411724792649,8.416709652837914,-0.07709951459867703,-0.1767607689284404,8.069342366811636,0.043937767903988956,0.10244009800229334,6.933423025730715,0.31584738356130515,0.8755123184258689,6.068425588244111,0.5039332309540372,1.2005980845318156,0.5004474330078843,-0.21849994699999975
2021,Braila,210,288,498,420,39,57,96,83,177491,108411,280595,38.63611255,1.774799979,0.342130116,2.366317165,0.467629345,2.116930095,66872,24135,112125,58946,5743,14651,282472,23.67385086,8.544209692,39.69419978,20.86790903,2.033121867,5.186708771,359182,113815,852229,146002,16018,52048,5.371186745,4.715765486,7.600704571,2.476877142,2.789134599,3.552522012,104000,15000,14.42307692,1948,1694,1642,46,647,6.896258744,5.997054575,5.812965533,0.162847999,2.290492509,-0.752363059,-0.837623794,-1.007651033,-0.842649101,-0.860071747,12.21652669,-1.602298177,600.9708555,145.924778,32.06813225,12.551334709612163,7.575071699507561,-1.0077658433583974,-2.3104356272424127,7.43543801981455,-0.813436659484954,-1.8965126152603535,7.404279118037268,-0.2927166182338521,-0.8113950547321069,6.473890696352274,-0.22885595247901058,-0.5452389350466667,-1.390895558070385,-8.81877557
2021,Brasov,494,641,1135,941,309,360,669,540,348792,169374,551130,30.73213216,2.059405222,1.213869686,2.697882979,1.548200647,3.273274908,8529,3459,11314,201,3018,3523,30044,28.38836373,11.5131141,37.65810145,0.669018772,10.04526694,11.726135,37068,9893,67182,533,8202,6981,4.346113261,2.860075166,5.937952979,2.651741294,2.717693837,1.981549815,246600,12600,5.109489051,4905,3104,867,326,469,163.2605512,103.3151378,28.85767541,10.85075223,15.61043802,1.166692328,1.087440387,1.152469993,2.252922935,1.414881411,7.295982361,-1.089929061,952.9684473,69.11802232,7.820103987,10.310418252805903,8.498214224818435,-0.01908602210476218,-0.043757213785090496,8.040768994367578,-0.006498759528161813,-0.015151738349862255,6.7661917146603505,0.06503241400129944,0.1802664277700115,6.152732694704104,0.45452299857686906,1.0828804451612326,0.30105948019907286,-3.681719740000001
2022,Braila,312,330,642,558,50,55,105,90,175815,108403,278705,38.89524766,2.303510881,0.376742434,3.173790632,0.511901715,2.680253314,71461,23151,110646,58730,6216,16754,286958,24.90294747,8.067731166,38.55825591,20.46640972,2.166170659,5.838485074,267758,89345,547948,116793,14157,47575,3.746910902,3.859228543,4.952262169,1.988642942,2.277509653,2.839620389,106600,15300,14.35272045,1907,1686,1649,41,637,6.645571826,5.875424278,5.746485548,0.142878052,2.219837049,-0.755439734,-0.840029782,-1.013882607,-0.859069519,-0.867105411,13.43127767,1.214750977,251.7747607,-349.1960948,-58.10532934,12.567091142569387,7.553810852008231,-1.05347834907308,-2.415237553711522,7.430707082545968,-0.8346789861114683,-1.9460387092160567,7.408530566894626,-0.31430300018752355,-0.8712313690228587,6.45833828334479,-0.2685580922032216,-0.639827483641609,-1.4680837788980114,-0.07035647000000012
2022,Brasov,761,861,1622,1377,307,327,634,498,343703,173660,550636,31.53807597,2.945684627,1.15139584,4.006365961,1.44892538,4.097080467,7928,3047,11219,500,2406,4107,29207,27.14417777,10.43243058,38.41202451,1.711918376,8.237751224,14.06169754,35565,8014,56737,1220,8353,8457,4.485998991,2.630127995,5.057224352,2.44,3.471737323,2.059167275,253800,12800,5.043341214,4933,3094,857,23,470,168.8978669,105.9335091,29.34228096,0.787482453,16.09203273,1.235878975,1.139234798,1.197895023,2.364846149,1.484463736,8.080502597,0.784520236,665.7886948,-287.1797524,-30.13528446,10.282163685554078,8.503905297089302,-0.036559473075216786,-0.08381739633550757,8.037543185118697,-0.02227645201008599,-0.0519371382734578,6.754604099487962,0.04716492942370909,0.13073870121238812,6.154858094016418,0.4522275084082992,1.0774115438660568,0.26809892761736986,-0.06614783699999993
2012,Buzau,63,70,133,117,43,48,91,81,290556,275016,447156,61.50336795,0.297435347,0.203508395,0.402676248,0.278775864,0.500943742,57230,19712,98258,47891,2335,0,225426,25.38748858,8.744332952,43.58769618,21.24466566,1.035816632,0.0,113057,32231,144630,54383,2230,0,1.975484886,1.635095373,1.471941216,1.135557829,0.95503212,,176400,76300,43.25396825,3336,3000,1176,210,382,14.79864789,13.30813659,5.216789545,0.931569562,1.694569393,-0.655377218,-0.693002141,-1.06353424,-0.981142381,-0.848263995,10.70307666,0.818942533,755.2532923,224.785939,42.37507504,12.325747224423479,8.112827478751374,-0.23324757527682216,-0.5347507175789417,8.006700845440367,-0.15760768826930338,-0.3674594273314573,7.0707241072602764,-0.5675142072703236,-1.5731195039342352,5.948034989180646,-0.6333282177965316,-1.5088757765129757,-0.9960513563394024,
2013,Buzau,114,129,243,208,29,23,52,43,288594,272712,443052,61.55304569,0.548468351,0.117367713,0.720735705,0.148998247,0.665836064,93452,22957,96723,80461,17934,0,311527,29.9980419,7.369184693,31.04803115,25.82793787,5.756804386,0.0,292645,52271,396768,139504,38522,0,3.131500663,2.276909004,4.102106014,1.733808926,2.147987064,,175400,72400,41.27708096,3268,3191,1185,197,390,10.49026248,10.24309289,3.803843648,0.632368944,1.251897909,-0.708253934,-0.753632248,-1.195978265,-1.084019789,-0.935471059,10.80817073,0.105094079,745.3137223,-9.939570017,-1.31605782,12.649241290820955,8.092239406724211,-0.30352387308042594,-0.6958683653601456,8.068402958569699,-0.15897292051131728,-0.3706424412017431,7.078341579557671,-0.711578819781816,-1.9724590250690806,5.968707559985366,-0.78729966573614,-1.8757057732546367,-1.2286689012214014,-1.9768872900000005
2014,Buzau,48,86,134,114,27,41,68,65,285186,270164,438799,61.56896438,0.305379,0.154968448,0.399739118,0.227921427,0.460347448,100475,21516,97309,75753,22127,0,317180,31.67759632,6.783529857,30.67942493,23.88328394,6.976164954,0.0,337849,58741,445090,145637,55582,0,3.362518039,2.730107827,4.573985962,1.92252452,2.511953722,,171800,70600,41.09429569,3261,3200,1185,197,390,10.28122832,10.08890851,3.736048931,0.62109843,1.229585724,-0.710819405,-0.756682194,-1.202333077,-1.089205168,-0.939759961,10.4905885,-0.317582234,912.3452581,167.0315358,22.41090306,12.667224715052592,8.09009578318096,-0.3190811917060703,-0.7315355627095483,8.071218539969863,-0.18436767892706918,-0.4298498535249805,7.078341579557671,-0.7421577989444543,-2.0572223453787526,5.968707559985366,-0.7619057901070558,-1.8152060154168799,-1.2584534442575404,-0.18278526999999656
2015,Buzau,73,104,177,155,35,31,66,61,280621,267334,433848,61.6192768,0.407976987,0.152127012,0.552346403,0.217375036,0.560104,94978,23580,98941,74621,24848,415,317383,29.92535832,7.429509457,31.17400743,23.51134119,7.829026759,0.130756846,342516,60192,355449,113855,61452,1200,3.606266714,2.552671756,3.592534945,1.525776926,2.473116549,2.891566265,166300,61200,36.80096212,3282,3217,1188,198,399,10.34081851,10.13601863,3.743111635,0.623851939,1.25715618,-0.710088056,-0.755750301,-1.201671047,-1.08279776,-0.937576791,11.20860124,0.718012744,701.8377381,-210.5075201,-23.07323003,12.667864525463616,8.096512917501594,-0.34063303484533414,-0.78094599525185,8.076515327552329,-0.19159687125702263,-0.44670458252204964,7.080867896690782,-0.7543942973397453,-2.0911412747005036,5.991464547107982,-0.795949367383689,-1.8963132954260933,-1.3037762869751242,-4.2933335700000015
2016,Buzau,124,188,312,271,52,61,113,98,275704,264554,428525,61.73595473,0.728078875,0.263695234,0.982938224,0.355453675,0.991774109,51999,9430,103657,35600,21380,1678,223744,23.24039974,4.214638158,46.32839316,15.91104119,9.555563501,0.749964245,229214,30615,423947,71887,56864,2586,4.408046309,3.246553552,4.089902274,2.019297753,2.659681946,1.541120381,157600,52600,33.37563452,3325,3226,1193,200,400,14.8607337,14.41826373,5.331986556,0.893878719,1.787757437,-0.65461524,-0.671042543,-1.052736122,-0.959485362,-0.834469817,10.81685586,-0.391745388,814.6457883,112.8080502,16.07323803,12.318257820135099,8.109525659752872,-0.35470845917713234,-0.8132157551956551,8.079308192051961,-0.19969901754687847,-0.465594587625982,7.085064293952548,-0.6331957612241084,-1.7551853134764954,5.993961427306569,-0.6223956088497111,-1.4828293311621923,-1.1292062468650812,-3.425327600000003
2017,Buzau,133,164,297,247,39,48,87,73,270391,261111,422941,61.73697986,0.702225606,0.20570245,0.913491943,0.2699794,0.907928056,54242,10649,90848,37240,32389,1895,227263,23.86750153,4.685760551,39.97483092,16.38630133,14.25176998,0.833835688,281295,41179,550616,114617,99324,5646,5.185926035,3.866935863,6.06084889,3.077792696,3.066596684,2.979419525,158100,53000,33.52308665,3319,3219,1182,192,392,14.60422506,14.16420623,5.201022604,0.844836159,1.724873825,-0.657763365,-0.676068094,-1.065012171,-0.974099593,-0.843235806,10.49571424,-0.321141611,773.6386003,-41.00718799,-5.033744553,12.333863216124113,8.107720061910534,-0.3792250201514271,-0.8694231929707891,8.077136638538454,-0.21665749061435235,-0.5051329557742545,7.075808863978387,-0.6598670995738631,-1.8291168591832307,5.973809611869261,-0.6540854176212072,-1.5583288643805282,-1.1905004680772007,0.1474521300000049
2018,Buzau,137,206,343,294,126,116,242,211,265145,256876,416919,61.61292721,0.822701772,0.58044848,1.108827245,0.795790982,1.403150252,56322,10509,101111,36301,33431,1238,238912,23.57437048,4.398690731,42.32144053,15.19429748,13.99301835,0.518182427,290396,42318,862867,105491,94119,3881,5.155995881,4.026834142,8.533858828,2.906008099,2.815321109,3.134894992,159200,53700,33.73115578,3238,3211,1185,193,393,13.55310742,13.4400951,4.959985267,0.807828824,1.644957139,-0.670663708,-0.690391849,-1.087606069,-0.992672331,-0.860333489,10.87766379,0.381949547,636.3287565,-137.3098438,-17.74857715,12.383850562274256,8.08301991917133,-0.4159613266566087,-0.9536460031823519,8.074649075066652,-0.2243410346465975,-0.523046997411237,7.078341579557671,-0.6566478318062465,-1.820193218420151,5.976350909297934,-0.6690647025316379,-1.5940163318195624,-1.2227256377083255,0.20806912999999838
2019,Buzau,142,219,361,296,83,82,165,139,260507,253002,411701,61.45285049,0.876849947,0.400776292,1.136245859,0.533574914,1.277626238,56015,10449,106283,44916,12074,1556,231293,24.21819943,4.517646448,45.95167169,19.41952415,5.220218511,0.672739772,293264,42593,783942,134113,28847,4006,5.235454789,4.076275242,7.375986752,2.985862499,2.389183369,2.574550129,160400,53100,33.10473815,3220,3212,1186,193,387,13.92173563,13.88714747,5.127695175,0.834439434,1.673202388,-0.666139542,-0.681548636,-1.071885598,-0.9861081,-0.851420469,11.48489712,0.607233331,629.1988413,-7.129915157,-1.120476654,12.351440584034814,8.0774471493312,-0.4421548306237977,-1.013698053137162,8.074960359115858,-0.19300145551011028,-0.44997934488260444,7.079184394609668,-0.5735798493786053,-1.5899331445130644,5.961005339623274,-0.6515783723683031,-1.5523559426845868,-1.1514916213043545,-0.6264176299999988
2020,Buzau,111,163,274,238,40,43,83,65,255942,250357,406766,61.54816283,0.673605955,0.204048519,0.92989818,0.253963789,0.877654475,63358,11913,113782,45651,13893,2969,251566,25.18543841,4.735536599,45.22948252,18.14672889,5.522606394,1.180207182,100942,15387,224136,69502,22900,5632,1.593200543,1.291614203,1.969872212,1.522463911,1.6483121,1.896934995,157700,51100,32.4032974,3209,3218,1192,193,386,12.75609582,12.79187172,4.738319169,0.767194295,1.53438859,-0.680445413,-0.703214457,-1.108384183,-1.0183686,-0.877603163,11.95163115,0.466734027,609.8351187,-19.36372259,-3.077520383,12.435460659541713,8.07402621612406,-0.4898864596110162,-1.1231290850432196,8.076826031298808,-0.1642321517972789,-0.3829042422456173,7.084226422097916,-0.598569058998577,-1.6592019179419433,5.958424693029782,-0.6805942156994602,-1.6214848744252282,-1.1966800299140021,-0.7014407500000033
2021,Buzau,182,236,418,356,64,68,132,116,253949,249069,403975,61.65455783,1.034717495,0.326752893,1.401856278,0.45678463,1.361470388,62762,12088,110486,49390,16583,1703,253012,24.80593806,4.777639005,43.66828451,19.52081324,6.554234582,0.673090604,315402,47359,663972,123497,45234,4680,5.025365667,3.917852416,6.009557772,2.500445434,2.727733221,2.748091603,133800,25700,19.2077728,3108,3315,1028,164,495,12.28400234,13.10214535,4.063048393,0.6481906,1.956428944,-0.686239405,-0.697076886,-1.171681426,-0.920285893,-0.868820902,10.45716903,-1.494462117,722.7630969,112.9279782,18.51778862,12.44119219741489,8.042056410058754,-0.5375599317687509,-1.232426784775249,8.106514516255185,-0.1324510505591583,-0.30880718905511373,6.9363427358340495,-0.7117069871116959,-1.9728142981597243,6.206575926724928,-0.44679707266495683,-1.064473776814486,-1.1446305122011433,-13.195524599999999
2022,Buzau,277,308,585,487,60,69,129,116,252994,247969,402417,61.61991168,1.453715922,0.320562998,1.924946837,0.458508897,1.77427892,60594,10178,101365,40729,16130,965,229961,26.34968538,4.425967882,44.07921343,17.71126408,7.014232848,0.419636373,109153,22579,25574,48134,32390,2675,1.801382975,2.218412262,0.252296157,1.181811486,2.008059516,2.772020725,137700,26300,19.09949165,3243,3269,1089,225,571,14.10239128,14.21545392,4.735585599,0.978426777,2.483029731,-0.663922359,-0.675054355,-1.108640417,-0.79790321,-0.811380085,11.58931921,1.132150178,383.5693165,-339.1937804,-46.93014652,12.345665008310135,8.084562415235304,-0.5162510111484124,-1.1835732840302329,8.0925452638913,-0.1529199183821479,-0.3565299780316715,6.993932975223189,-0.63050146965056,-1.7477168790843047,6.349138991379798,-0.2784985592877751,-0.6635101959693362,-0.9878325842788864,-0.10828114999999983
2012,Calarasi,36,71,107,88,15,13,28,23,197102,194766,304880,63.88283915,0.350957754,0.091839412,0.446469341,0.11669085,0.442797166,137505,35562,124097,72274,13074,6685,389197,35.33043677,9.137274953,31.8853948,18.57003009,3.359224249,1.717639139,395796,107604,404313,126409,16734,14811,2.878411694,3.025814071,3.258040082,1.749024545,1.279944929,2.215557218,100900,50700,50.24777007,4164,2169,2025,174,798,10.69895194,5.573013153,5.203020578,0.447074361,2.050375517,-0.705692693,-0.846011824,-1.064824889,-0.898452591,-0.878745499,12.68142034,1.121582031,685.422064,180.908732,35.85806766,12.871840921145061,8.334471554600944,-0.027574422442171453,-0.06321798702631305,7.682482446534506,-0.530956107548759,-1.237914402276063,7.613818684808629,-0.2670971283862844,-0.7403791776954712,6.683360945766275,-0.1428000073872191,-0.3402145459144414,-0.5954315282280721,
2012,Caras-Severin,125,194,319,233,25,9,34,28,199297,134726,293275,45.93845367,1.087716307,0.115932146,1.16910942,0.140493836,1.203648453,12096,545,36044,7170,71,0,55926,21.62858062,0.974502021,64.44945106,12.82051282,0.126953474,0.0,33182,1414,107718,11857,57,0,2.743220899,2.594495413,2.988514038,1.653695955,0.802816901,,115100,43200,37.53258036,6170,4260,896,77,358,110.3243572,76.17208454,16.02117083,1.376819368,6.401316025,0.517007629,0.550519418,-0.050773771,0.112711438,0.282366178,9.829625802,0.583198015,917.5442355,247.5682482,36.95180916,10.931784667289213,8.727616178321068,0.42230861313100476,0.9681979915271398,8.357259153499912,0.3183602504876468,0.7422510704515852,6.799055862058796,-0.21972218653593423,-0.6090583330931869,5.883322388488279,-0.07316839405105124,-0.17432038284050796,0.2317675865112575,
2013,Calarasi,68,84,152,121,16,16,32,26,196074,193551,302655,63.95103335,0.502222002,0.105730948,0.617113947,0.132602997,0.60795295,121079,43209,105521,59114,46859,6638,382420,31.66126249,11.29883374,27.59296062,15.45787354,12.25328173,1.735787877,556005,194883,662008,141098,140096,16114,4.592084507,4.510240922,6.273708551,2.386879589,2.989735163,2.427538415,98800,48200,48.7854251,4965,4051,2811,143,1026,12.98310758,10.59306522,7.350556979,0.373934418,2.682914074,-0.677659303,-0.746709391,-0.863523221,-0.751449838,-0.759835438,13.09308773,0.411667396,601.9171146,-83.50494941,-12.18299699,12.85427476004695,8.510369966068112,0.10861032744785604,0.24900344824723986,8.306965865368573,0.06114388705437257,0.14255584843950223,7.941651252930556,0.060616435400669744,0.16802556758252785,6.934397209928558,0.08647950902933932,0.20603351101754594,0.19140459382170397,-1.4623449700000037
